AUDIT declarations=18279 symbols=4222
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A4724.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A4F98.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A4F98.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A4F98.c:32
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A509C.c:77
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A76A0.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A7738.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A7860.c:15
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A7A68.c:67
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A7D34.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A8040.c:14
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A831C.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A83DC.c:60
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800AA6F4.c:36
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800ACFE8.c:20
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800AD2DC.c:12
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800AD3E4.c:8
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800AD4E8.c:10
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800BF0C0.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C0240.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C1D60.c:30
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C2708.c:30
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C5258.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C6F50.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C7A54.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C7B74.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C7C0C.c:61
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C7DCC.c:10
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C7E40.c:72
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800C80E8.c:28
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800CD458.c:41
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800CD458.c:50
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800CD568.c:48
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800CD568.c:54
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800CD6C0.c:66
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800CFE88.c:11
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800D082C.c:41
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800D9278.c:40
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800D9E10.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800D9FE0.c:20
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DB204.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DB430.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DB4F4.c:30
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DB4F4.c:38
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DB62C.c:9
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DB660.c:63
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DBEC4.c:14
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DBF60.c:49
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DC2B8.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DC3A0.c:53
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DC4D4.c:42
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DC9A8.c:47
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DE4D8.c:16
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DE704.c:63
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DE704.c:64
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800DEA88.c:8
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800E0708.c:35
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800E2150.c:70
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800E33B8.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800E7964.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800E8130.c:48
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800EA0FC.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800EA4D0.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010ACF8.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010ACF8.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010F8B0.c:16
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010F9D8.c:59
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010FB5C.c:28
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010FC3C.c:42
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010FC3C.c:52
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8010FC3C.c:77
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8011038C.c:39
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8011038C.c:48
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801118E8.c:18
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801118E8.c:20
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801118E8.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801132B8.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80113B64.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80113F54.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80118670.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8011B74C.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8011EBFC.c:43
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014AA1C.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014BA14.c:74
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014BA14.c:77
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014BEC4.c:30
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014C68C.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014D100.c:107
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014DB5C.c:118
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8014DB5C.c:64
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80152BCC.c:24
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8015319C.c:24
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8015424C.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80154340.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80154DB4.c:26
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80155330.c:57
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8015C8A4.c:19
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016BD0C.c:19
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016C890.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016C96C.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CA2C.c:24
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CB24.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CBFC.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CDA0.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CE48.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CEF0.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CEF0.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016CEF0.c:36
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016D144.c:20
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016D1F8.c:18
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016D2B8.c:49
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016D680.c:28
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016E514.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016E8F8.c:55
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016EB1C.c:28
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016EC50.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016ED78.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016EEE4.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F128.c:19
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F1D0.c:20
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F2AC.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F400.c:44
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F4CC.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F580.c:24
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F678.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F78C.c:47
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016F8F8.c:41
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016FA08.c:49
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016FB94.c:24
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016FC68.c:24
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8016FD3C.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801706DC.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801711D0.c:47
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80171560.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80172FF0.c:38
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80174694.c:110
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80174B94.c:18
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80174C34.c:18
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8017553C.c:18
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801755FC.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8017583C.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80175A08.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80175BB8.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80175FD4.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80176098.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80176160.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80176220.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801762E8.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801763D8.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80176488.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80176644.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80176D14.c:32
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80177034.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80191568.c:53
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80191C8C.c:55
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80191F58.c:93
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80192318.c:65
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801926EC.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801929A4.c:118
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80192F54.c:42
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801931C4.c:143
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_801931C4.c:43
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80199868.c:47
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8019D390.c:53
SYMBOL rank=2 name=fn_80201BC8 declarations=361 declaring_tus=361 blast_radius_tus=7 confidence=low
VARIANT name=fn_80201BC8 declaration="void* fn_80201BC8()" declarations=354 declaring_tus=354 call_sites=415
VARIANT name=fn_80201BC8 declaration="void* fn_80201BC8(void*)" declarations=3 declaring_tus=3 call_sites=3
VARIANT name=fn_80201BC8 declaration="void* fn_80201BC8(void)" declarations=3 declaring_tus=3 call_sites=3
VARIANT name=fn_80201BC8 declaration="s32 fn_80201BC8(void)" declarations=1 declaring_tus=1 call_sites=1
DISAGREEING_TU name=fn_80201BC8 path=src/game/game_fn_8018437C.c
DISAGREEING_TU name=fn_80201BC8 path=src/game/game_fn_8018812C.c
DISAGREEING_TU name=fn_80201BC8 path=src/game/game_fn_8018E934.c
DISAGREEING_TU name=fn_80201BC8 path=src/game/game_fn_8018F378.c
DISAGREEING_TU name=fn_80201BC8 path=src/game/game_fn_80191C8C.c
DISAGREEING_TU name=fn_80201BC8 path=src/game/game_fn_801931C4.c
DISAGREEING_TU name=fn_80201BC8 path=src/game/game_fn_80199868.c
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800073E4.c:37
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800073E4.c:49
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000755C.c:285
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80008D24.c:49
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80008EA4.c:28
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800094C0.c:80
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800096E0.c:73
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80009BE8.c:33
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80009E70.c:28
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000A4FC.c:25
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000A5A8.c:26
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000AA8C.c:49
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000AB88.c:38
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000AC88.c:64
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000AE14.c:22
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000AEB4.c:34
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000B20C.c:35
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000B36C.c:24
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000B630.c:25
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000BAA0.c:41
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000BB98.c:22
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000BC40.c:50
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000D0BC.c:25
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000D218.c:28
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000E4CC.c:55
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000E4CC.c:57
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000E96C.c:65
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000EFC4.c:156
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000F774.c:182
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8000F774.c:250
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80011F6C.c:24
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80019F98.c:102
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8001A2A4.c:25
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8001B6CC.c:29
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8001CC6C.c:31
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80027948.c:77
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80027948.c:91
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80027B78.c:22
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800289A4.c:52
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800291A0.c:44
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002A508.c:15
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002A590.c:17
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002A63C.c:15
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002A6CC.c:14
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002A754.c:23
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002A754.c:32
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002AA18.c:23
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002AB84.c:21
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002BA80.c:36
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002BC7C.c:51
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002C160.c:47
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002C4BC.c:69
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002C4BC.c:94
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002D17C.c:37
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002DAE0.c:244
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002E248.c:69
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002E3F0.c:79
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002EA68.c:136
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002EA68.c:179
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002EA68.c:206
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002EA68.c:224
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002EA68.c:239
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002F428.c:105
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002F428.c:108
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002F428.c:86
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002FAE8.c:187
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002FAE8.c:194
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002FAE8.c:299
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002FAE8.c:327
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002FAE8.c:392
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002FAE8.c:441
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8002FAE8.c:601
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800317AC.c:77
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80031A00.c:61
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80031BE0.c:24
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80031FE4.c:70
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80033970.c:153
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80033970.c:62
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80034054.c:24
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8003565C.c:52
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8003565C.c:67
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800359A0.c:204
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800359A0.c:91
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80035FB8.c:22
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80036374.c:63
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80036374.c:82
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800365C8.c:116
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800365C8.c:139
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800365C8.c:97
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80036A1C.c:47
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80036E8C.c:141
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80036E8C.c:142
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80037AF4.c:169
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800389E0.c:75
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800389E0.c:87
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80038E5C.c:41
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80048C74.c:85
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8004914C.c:10
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80049418.c:18
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8004958C.c:43
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80050950.c:10
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800531F0.c:142
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80053E50.c:72
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80054ED8.c:49
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80054ED8.c:74
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80054ED8.c:78
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80055350.c:42
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80055A64.c:15
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80055C88.c:25
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800560C0.c:32
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80056374.c:35
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80056624.c:27
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800568A4.c:29
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80056B88.c:31
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80056E18.c:30
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80057154.c:18
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800572D8.c:50
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800577A0.c:42
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80057AC0.c:44
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80057E3C.c:39
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80058154.c:37
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80058394.c:61
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80058834.c:108
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80058834.c:70
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80058FF4.c:62
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005948C.c:19
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80059678.c:61
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80059CBC.c:30
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005A108.c:95
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005A75C.c:64
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005AC7C.c:39
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005AF34.c:31
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005B528.c:63
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005BBB4.c:18
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005EF94.c:127
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005EF94.c:94
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005F758.c:64
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8005FF94.c:68
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800601FC.c:100
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800601FC.c:98
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006053C.c:41
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80060F9C.c:115
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800614A8.c:262
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800614A8.c:545
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800614A8.c:610
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80062ED0.c:53
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80064E2C.c:166
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80066754.c:34
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80066A0C.c:25
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80066AEC.c:22
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80066D04.c:12
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80067180.c:61
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80067EB8.c:68
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80068290.c:36
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_800683E4.c:10
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80068AAC.c:142
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006A9D0.c:31
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006AA88.c:18
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006AB18.c:32
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006ABF0.c:16
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006E754.c:76
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006EDA0.c:44
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006EE9C.c:34
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_8006F544.c:77
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80070B68.c:22
PROPOSED_CALL name=fn_80201BC8 site=src/game/game_fn_80071950.c:14
